Calcite version,ID,file,Version-ID,Bug,CHANGE_TYPE_computation,CHANGE_TYPE_data,CHANGE_TYPE_other,HASSAN_edhcm,HASSAN_hcm,HASSAN_ldhcm,HASSAN_lgdhcm,HASSAN_whcm,ISSUE_major_bug,ISSUE_major_improvement,MOSER_authors,MOSER_bugfix,MOSER_revisions,MOSER_sum_lines_deleted,MOSER_weighted_age,PMD_arp,PMD_cis,PMD_odpl,PMD_rule_type_basic rules,PMD_rule_type_controversial rules,PMD_rule_type_design rules,PMD_rule_type_string and stringbuffer rules,PMD_rule_type_unnecessary and unused code rules,PMD_severity_critical,PMD_severity_major,PMD_severity_minor,COV_INSTRUCTION,COV_BRANCH,COV_LINE,COV_COMPLEXITY,COV_METHOD
1.1.0,10.0,core/src/main/java/org/apache/calcite/plan/RelMultipleTrait.java,1.1.0-10,0.0,0.0,0.0,0.0,0.604607916642749,0.604607916642749,0.604607916642749,60.7625942860242,0.0038425338139113,6.0,1.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,11.0,core/src/main/java/org/apache/calcite/plan/RelOptMaterialization.java,1.1.0-11,0.0,0.0,8.0,2.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0028318884222648,8.0,1.0,1.0,1.0,3.0,55.0,0.504398826979472,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.725446429,0.5,0.703125,0.486486486,1.0
1.1.0,12.0,core/src/main/java/org/apache/calcite/plan/RelTrait.java,1.1.0-12,0.0,0.0,0.0,3.0,0.962280107261708,2.14491123825368,1.22498606315768,62.4972118815516,0.0036658180884476,8.0,1.0,2.0,2.0,4.0,13.0,10.0291262135922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,13.0,core/src/main/java/org/apache/calcite/plan/RelTraitDef.java,1.1.0-13,0.0,0.0,2.0,1.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0066114504691541,8.0,1.0,1.0,1.0,3.0,13.0,13.8214285714285,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,0.685714286,0.666666667,0.766666667,0.714285714,0.818181818
1.1.0,14.0,core/src/main/java/org/apache/calcite/plan/SubstitutionVisitor.java,1.1.0-14,1.0,4.0,23.0,17.0,0.935822019476085,3.73429690734449,1.4829175615755,63.335480035479,0.0277625042307207,13.0,4.0,2.0,4.0,13.0,175.0,455.117647058823,0.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,1.0,5.0,7.0,0.638374486,0.540897098,0.672209026,0.531413613,0.698412698
1.1.0,15.0,core/src/main/java/org/apache/calcite/prepare/LixToRelTranslator.java,1.1.0-15,0.0,2.0,4.0,0.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0060781887707864,8.0,2.0,2.0,1.0,4.0,50.0,862.363636363636,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.458064516,0.411764706,0.507692308,0.421052632,0.666666667
1.1.0,16.0,core/src/main/java/org/apache/calcite/prepare/Prepare.java,1.1.0-16,1.0,34.0,27.0,25.0,0.899046911781501,3.14028278002096,1.35632951773985,62.9368596237602,0.0073012971408256,11.0,1.0,2.0,3.0,6.0,79.0,603.858974358974,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,0.864130435,0.729166667,0.881944444,0.625,0.733333333
1.1.0,17.0,core/src/main/java/org/apache/calcite/prepare/QueryableRelBuilder.java,1.1.0-17,0.0,0.0,1.0,1.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0024177415971216,8.0,2.0,2.0,1.0,4.0,30.0,844.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21484375,0.833333333,0.21875,0.065420561,0.048076923
1.1.0,18.0,core/src/main/java/org/apache/calcite/rel/AbstractRelNode.java,1.1.0-18,1.0,0.0,1.0,4.0,0.962280107261708,2.14491123825368,1.22498606315768,62.4972118815516,0.0029533998017652,12.0,1.0,2.0,3.0,7.0,59.0,927.616666666666,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,5.0,0.769087523,0.675,0.860869565,0.682539683,0.790697674
1.1.0,19.0,core/src/main/java/org/apache/calcite/rel/RelCollation.java,1.1.0-19,0.0,0.0,0.0,2.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0007454950000726,8.0,1.0,1.0,1.0,3.0,12.0,9.05263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,20.0,core/src/main/java/org/apache/calcite/rel/RelCollations.java,1.1.0-20,0.0,0.0,0.0,0.0,0.604607916642749,0.604607916642749,0.604607916642749,60.7625942860242,0.0192126690695569,6.0,1.0,1.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.67961165,0.538461538,0.666666667,0.555555556,0.642857143
1.1.0,21.0,core/src/main/java/org/apache/calcite/rel/RelCollationTraitDef.java,1.1.0-21,0.0,1.0,5.0,1.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0034767946037707,8.0,1.0,1.0,1.0,4.0,21.0,5.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.847457627,0.5,0.875,0.636363636,0.857142857
1.1.0,22.0,core/src/main/java/org/apache/calcite/rel/RelFieldCollation.java,1.1.0-22,0.0,0.0,0.0,1.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0062415610422989,8.0,1.0,1.0,1.0,3.0,4.0,12.6238532110091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.860465116,0.72,0.943396226,0.766666667,0.941176471
1.1.0,23.0,core/src/main/java/org/apache/calcite/rex/RexProgram.java,1.1.0-23,0.0,0.0,0.0,1.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0101114862865265,8.0,1.0,1.0,1.0,3.0,48.0,0.335609756097561,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.508507853,0.406417112,0.516556291,0.409638554,0.591549296
1.1.0,24.0,core/src/main/java/org/apache/calcite/sql/SqlWindow.java,1.1.0-24,1.0,0.0,1.0,1.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0059080052084555,8.0,1.0,1.0,1.0,3.0,22.0,0.0917822838847385,2.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,5.0,0.883426966,0.832653061,0.884180791,0.747191011,0.901960784
1.1.0,25.0,core/src/main/java/org/apache/calcite/sql2rel/RelDecorrelator.java,1.1.0-25,0.0,14.0,86.0,56.0,0.890509100780474,3.02944982149887,1.34176948952712,55.5812421296158,0.0319494351508458,13.0,1.0,2.0,2.0,9.0,424.0,930.968879668049,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,6.0,0.651258581,0.485436893,0.664461248,0.436170213,0.763157895
1.1.0,26.0,core/src/main/java/org/apache/calcite/util/ImmutableBitSet.java,1.1.0-26,1.0,0.0,1.0,0.0,0.914086610739243,2.98525561767042,1.33747155945465,62.875679472691,0.0252821002972565,8.0,1.0,1.0,0.0,5.0,0.0,2.82014388489208,3.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,8.0,0.921052632,0.873684211,0.938596491,0.847953216,0.960526316
1.1.0,27.0,core/src/main/java/org/apache/calcite/util/Util.java,1.1.0-27,1.0,1.0,8.0,4.0,0.893859468663179,3.74547169484919,1.43266053215435,63.2274742461041,0.0585163915563906,10.0,1.0,1.0,1.0,9.0,247.0,921.542857142857,3.0,0.0,0.0,3.0,3.0,8.0,1.0,1.0,1.0,6.0,15.0,0.549752192,0.46130031,0.512944984,0.494880546,0.60483871
1.1.0,28.0,core/src/main/java/org/apache/calcite/adapter/clone/ArrayTable.java,1.1.0-28,0.0,2.0,2.0,1.0,0.918901918757694,2.31465941488314,1.22668851493676,62.5033720244075,0.0515713924841931,10.0,1.0,1.0,2.0,6.0,52.0,730.992481203007,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,6.0,0.769953052,0.863013699,0.763333333,0.602649007,0.544642857
1.1.0,29.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableCalcRule.java,1.1.0-29,0.0,0.0,2.0,2.0,0.912300830680181,2.62363510460829,1.28251753321176,62.6776821145643,0.0053046001225762,10.0,1.0,2.0,1.0,4.0,35.0,17.8297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.25,0.5,0.5
1.1.0,30.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableFilterToCalcRule.java,1.1.0-30,0.0,0.0,5.0,0.0,0.962280107261708,2.14491123825368,1.22498606315768,62.4972118815516,0.0026307212506557,9.0,1.0,2.0,1.0,3.0,13.0,3.96923076923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.1.0,31.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableMergeJoinRule.java,1.1.0-31,0.0,0.0,0.0,0.0,0.604607916642749,0.604607916642749,0.604607916642749,60.7625942860242,0.0171436124005277,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962962963,0.857142857,0.933333333,0.777777778,1.0
1.1.0,32.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableProjectToCalcRule.java,1.1.0-32,0.0,0.0,6.0,0.0,0.962280107261708,2.14491123825368,1.22498606315768,62.4972118815516,0.0027210880090419,9.0,1.0,2.0,1.0,3.0,15.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.1.0,33.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableSort.java,1.1.0-33,0.0,0.0,0.0,3.0,0.902338430939824,1.98197286874053,1.14351687840111,62.2638208692412,0.0042635478033126,9.0,1.0,1.0,1.0,3.0,5.0,17.5247524752475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.938461538,0.5,1.0,0.714285714,1.0
1.1.0,34.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableSortRule.java,1.1.0-34,0.0,0.0,1.0,0.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0012631741890014,8.0,1.0,1.0,1.0,2.0,16.0,2.77419354838709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.1.0,35.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableValuesRule.java,1.1.0-35,0.0,0.0,0.0,0.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0012231611644662,8.0,1.0,1.0,1.0,2.0,17.0,7.47826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.1.0,36.0,core/src/main/java/org/apache/calcite/adapter/enumerable/PhysTypeImpl.java,1.1.0-36,1.0,1.0,3.0,0.0,0.918901918757694,2.31465941488314,1.22668851493676,62.5033720244075,0.0111889908967359,11.0,1.0,2.0,2.0,7.0,54.0,683.462184873949,4.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,0.923951049,0.875,0.927203065,0.842105263,0.933333333
1.1.0,37.0,core/src/main/java/org/apache/calcite/plan/volcano/AbstractConverter.java,1.1.0-37,0.0,0.0,1.0,2.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0012950750941839,8.0,1.0,1.0,1.0,3.0,13.0,1.23741007194244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826086957,0.833333333,0.88,0.818181818,0.875
1.1.0,38.0,core/src/main/java/org/apache/calcite/plan/volcano/RelSet.java,1.1.0-38,1.0,1.0,6.0,5.0,0.899046911781501,3.14028278002096,1.35632951773985,62.9368596237602,0.0132117219493362,12.0,1.0,2.0,2.0,6.0,46.0,2.47398843930635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.814726841,0.740740741,0.912087912,0.578947368,0.818181818
1.1.0,39.0,core/src/main/java/org/apache/calcite/plan/volcano/RelSubset.java,1.1.0-39,1.0,0.0,1.0,3.0,0.916289820623198,2.0198966777986,1.16247878293014,62.3181424892082,0.0089790259374562,10.0,1.0,1.0,1.0,5.0,31.0,3.53333333333333,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.86928934,0.860465116,0.886363636,0.792207792,0.823529412
1.1.0,40.0,core/src/main/java/org/apache/calcite/plan/volcano/VolcanoPlanner.java,1.1.0-40,1.0,3.0,10.0,15.0,0.888039513332783,3.41571475495806,1.37502591266023,63.0373451819188,0.0320446515160487,10.0,4.0,1.0,2.0,7.0,120.0,947.572727272727,11.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,8.0,6.0,0.706404214,0.637209302,0.781954887,0.563934426,0.844444444
1.1.0,41.0,core/src/main/java/org/apache/calcite/rel/core/Aggregate.java,1.1.0-41,1.0,7.0,15.0,17.0,0.926252220363555,2.66155891366636,1.30147943774079,62.7320037345313,0.0226606740072924,11.0,1.0,4.0,3.0,11.0,135.0,5.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919254658,0.870967742,0.973913043,0.813559322,0.892857143
1.1.0,42.0,core/src/main/java/org/apache/calcite/rel/core/Calc.java,1.1.0-42,0.0,7.0,4.0,8.0,0.962280107261708,2.14491123825368,1.22498606315768,62.4972118815516,0.0148732360197039,10.0,1.0,2.0,2.0,6.0,67.0,19.1726907630522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.430769231,0.222222222,0.488888889,0.35,0.636363636
1.1.0,43.0,core/src/main/java/org/apache/calcite/rel/core/Correlate.java,1.1.0-43,0.0,0.0,1.0,2.0,0.840662261394596,1.2462701525105,0.925439034576626,61.6817037581391,0.0152775956849334,8.0,1.0,2.0,2.0,3.0,21.0,1.13839285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715686275,0.444444444,0.772727273,0.647058824,0.916666667
1.1.0,44.0,core/src/main/java/org/apache/calcite/rel/core/JoinInfo.java,1.1.0-44,0.0,0.0,0.0,2.0,0.874053332325724,2.03326166634218,1.13186365085868,54.9473746674971,0.0020255647865103,10.0,1.0,2.0,1.0,5.0,22.0,3.20121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.906976744,0.666666667,0.96875,0.842105263,0.9375
1.1.0,45.0,core/src/main/java/org/apache/calcite/rel/core/RelFactories.java,1.1.0-45,0.0,0.0,2.0,6.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0047800759743456,10.0,1.0,1.0,1.0,6.0,56.0,2.22077922077922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827586207,0.25,0.85,0.727272727,1.0
1.1.0,46.0,core/src/main/java/org/apache/calcite/rel/core/Window.java,1.1.0-46,0.0,0.0,1.0,1.0,0.902338430939824,1.98197286874053,1.14351687840111,62.2638208692412,0.0058147268422968,10.0,1.0,1.0,1.0,5.0,67.0,3.23148148148148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.875486381,0.575,0.907407407,0.705882353,0.903225806
1.1.0,47.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalAggregate.java,1.1.0-47,0.0,0.0,0.0,3.0,0.962280107261708,2.14491123825368,1.22498606315768,62.4972118815516,0.0067965015856684,11.0,1.0,2.0,2.0,6.0,31.0,17.9724137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.771428571,0.5,0.846153846,0.75,0.857142857
1.1.0,48.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalCorrelate.java,1.1.0-48,0.0,0.0,0.0,2.0,0.962280107261708,2.14491123825368,1.22498606315768,62.4972118815516,0.0141797137943394,10.0,1.0,2.0,2.0,4.0,126.0,12.7213114754098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505050505,0.5,0.529411765,0.625,0.714285714
1.1.0,49.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalIntersect.java,1.1.0-49,0.0,0.0,0.0,2.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0048518015899868,8.0,1.0,1.0,1.0,3.0,48.0,23.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,0.545454545,0.5,0.5
1.1.0,50.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalJoin.java,1.1.0-50,0.0,2.0,0.0,4.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0124789718678832,8.0,1.0,1.0,1.0,3.0,67.0,12.9682539682539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684210526,0.5,0.677419355,0.714285714,0.833333333
1.1.0,51.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalMinus.java,1.1.0-51,0.0,0.0,0.0,1.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0061533287168375,8.0,1.0,1.0,1.0,3.0,50.0,25.170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,52.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalSort.java,1.1.0-52,0.0,1.0,0.0,0.0,0.604607916642749,0.604607916642749,0.604607916642749,60.7625942860242,0.0116753912038076,6.0,1.0,1.0,0.0,2.0,0.0,0.0253164556962025,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.873015873,0.5,0.846153846,0.714285714,0.833333333
1.1.0,53.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalTableFunctionScan.java,1.1.0-53,0.0,0.0,0.0,2.0,0.962280107261708,2.14491123825368,1.22498606315768,62.4972118815516,0.006316436137538,9.0,1.0,2.0,1.0,4.0,29.0,16.7114093959731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878787879,0.5,0.846153846,0.75,0.857142857
1.1.0,54.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalTableModify.java,1.1.0-54,0.0,0.0,0.0,1.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0078190291241814,8.0,1.0,1.0,1.0,3.0,34.0,22.2413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.767123288,0.5,0.75,0.666666667,0.8
1.1.0,55.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalUnion.java,1.1.0-55,0.0,0.0,0.0,1.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0054086637601078,8.0,1.0,1.0,1.0,3.0,50.0,24.8947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721311475,0.5,0.692307692,0.625,0.714285714
1.1.0,56.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalValues.java,1.1.0-56,0.0,0.0,1.0,2.0,0.874053332325724,2.03326166634218,1.13186365085868,54.9473746674971,0.0079098876256373,9.0,2.0,2.0,1.0,5.0,38.0,18.4634146341463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.5,0.857142857,0.692307692,0.818181818
1.1.0,57.0,core/src/main/java/org/apache/calcite/rel/rules/AggregateExpandDistinctAggregatesRule.java,1.1.0-57,1.0,3.0,10.0,3.0,0.962280107261708,2.14491123825368,1.22498606315768,62.4972118815516,0.006106093348995,10.0,1.0,2.0,1.0,6.0,80.0,1.12078152753108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.952830189,0.821428571,0.943396226,0.714285714,1.0
1.1.0,58.0,core/src/main/java/org/apache/calcite/rel/rules/AggregateProjectPullUpConstantsRule.java,1.1.0-58,0.0,6.0,4.0,1.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0048707042727974,10.0,1.0,1.0,1.0,5.0,52.0,3.12211221122112,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.967254408,0.916666667,0.989473684,0.863636364,1.0
1.1.0,59.0,core/src/main/java/org/apache/calcite/rel/rules/AggregateReduceFunctionsRule.java,1.1.0-59,0.0,0.0,13.0,4.0,0.926252220363555,2.66155891366636,1.30147943774079,62.7320037345313,0.0077061664670904,10.0,1.0,3.0,2.0,7.0,88.0,1.07633587786259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.561382598,0.625,0.611650485,0.628571429,0.846153846
1.1.0,60.0,core/src/main/java/org/apache/calcite/rel/rules/CalcRelSplitter.java,1.1.0-60,0.0,2.0,0.0,3.0,0.962280107261708,2.14491123825368,1.22498606315768,62.4972118815516,0.0019552185535493,9.0,1.0,2.0,1.0,4.0,50.0,480.338461538461,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.717347622,0.587628866,0.75975976,0.525547445,0.725
1.1.0,61.0,core/src/main/java/org/apache/calcite/rel/rules/FilterCalcMergeRule.java,1.1.0-61,0.0,0.0,2.0,1.0,0.962280107261708,2.14491123825368,1.22498606315768,62.4972118815516,0.0023319157101753,9.0,1.0,2.0,1.0,4.0,31.0,0.722689075630252,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.223880597,0.0,0.227272727,0.5,0.666666667
1.1.0,62.0,core/src/main/java/org/apache/calcite/rel/rules/FilterTableFunctionTransposeRule.java,1.1.0-62,0.0,0.0,1.0,1.0,0.93519949707965,1.50324900238593,1.05392845951434,62.0497972532071,0.0023361496184036,8.0,1.0,1.0,1.0,3.0,33.0,1.69736842105263,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
